-2.485, -3.0484, 0.08
2.237, 2.324, 0.08
2.8666, 2.0433, 0.08
-2.485, -1.7931, 0.08
-2.485, -2.2171, 0.08
-2.7638, -1.7931, 0.08
1.9628, 2.9243, 0.08
2.1128, 2.324, 0.08
-2.485, -1.9031, 0.08
-2.9369, -1.7931, 0.08
1.9628, 2.8027, 0.08
-2.7638, -1.9031, 0.08
-2.9369, -2.2171, 0.08
-1.886, -3.0484, 0.08
2.6259, 2.324, 0.08
2.8666, 2.324, 0.08
-1.886, -2.7761, 0.08
2.6259, 2.8027, 0.08
-2.7638, -2.7761, 0.08
-2.9369, -3.0484, 0.08
2.6259, 1.7445, 0.08
2.237, 2.8027, 0.08
2.8666, 2.8027, 0.08
2.8666, 2.9243, 0.08
2.8666, 1.7445, 0.08
-1.8973, -3.0484, 0.08
2.237, 2.9243, 0.08
-2.9369, -2.7761, 0.08
2.1128, 2.8027, 0.08
2.6259, 2.9243, 0.08
1.9628, 2.324, 0.08
2.1128, 2.9243, 0.08
-2.485, -2.7761, 0.08
2.237, 2.0433, 0.08
2.6259, 2.0433, 0.08
-2.7638, -2.2171, 0.08
-2.9369, -1.9031, 0.08
-1.8973, -2.7761, 0.08
-2.7638, -3.0484, 0.08
1.9628, 2.0433, 0.08008
-1.886, -2.2171, 0.08008
-2.9369, -1.3024, 0.08008
2.1128, 2.0433, 0.08008
2.237, 1.7445, 0.08008
-2.9369, -1.3962, 0.08008
-1.8973, -2.2171, 0.08008
1.3606, 2.9243, 0.08008
-1.3664, -3.0484, 0.08008
-2.7638, -1.3962, 0.08008
2.8666, 1.4013, 0.08008
1.1378, 2.9243, 0.08016
2.8666, 1.2464, 0.08016
2.6259, 1.4013, 0.08016
1.3606, 2.8027, 0.08016
-1.886, -1.9031, 0.08016
-2.7638, -1.3024, 0.08016
-1.3664, -2.7761, 0.08016
-1.1384, -3.0484, 0.08016
-1.8973, -1.9031, 0.08016
2.1128, 1.7445, 0.08016
1.9628, 1.7445, 0.08024
-1.8973, -1.7931, 0.08024
-1.886, -1.7931, 0.08024
-0.9412, -3.0484, 0.08024
-1.1384, -2.7761, 0.08032
-2.485, -1.3962, 0.08032
1.1378, 2.8027, 0.08032
-2.9369, 2.9243, 0.0804
0.9481, 2.9243, 0.0804
2.6259, 1.2464, 0.0804
2.8666, -3.0484, 0.0804
1.3606, 2.324, 0.08048
-2.485, -1.3024, 0.08048
-2.9369, -0.8842, 0.08056
0.9481, 2.8027, 0.08064
2.237, 1.4013, 0.08064
-2.9369, 2.8027, 0.08072
-1.3664, -2.2171, 0.08072
-0.9412, -2.7761, 0.0808
2.1128, 1.4013, 0.0808
2.8666, 0.8699, 0.0808
-2.7638, 2.9243, 0.08088
2.8666, -2.7761, 0.08096
2.6259, -3.0484, 0.08096
-0.5923, -3.0484, 0.08096
1.9628, 1.4013, 0.08104
2.237, 1.2464, 0.08104
1.3606, 2.0433, 0.08104
-2.7638, -0.8842, 0.08104
-1.886, -1.3962, 0.08128
1.1378, 2.324, 0.08136
-1.8973, -1.3962, 0.08144
-1.3664, -1.9031, 0.08144
-2.7638, 2.8027, 0.08144
2.1128, 1.2464, 0.08144
0.6269, 2.9243, 0.08152
2.6259, 0.8699, 0.0816
-2.9369, -0.5885, 0.08168
-1.3664, -1.7931, 0.08176
1.3606, 1.7445, 0.08192
-1.8973, -1.3024, 0.08192
-1.1384, -2.2171, 0.082
1.9628, 1.2464, 0.08208
0.6269, 2.8027, 0.08208
-2.485, 2.9243, 0.08216
-1.886, -1.3024, 0.08216
-0.2701, -3.0484, 0.08224
2.8666, 0.5511, 0.08232
2.6259, -2.7761, 0.0824
-2.485, -0.8842, 0.08264
-0.5923, -2.7761, 0.08272
2.237, -3.0484, 0.08272
-2.7638, -0.5885, 0.08296
1.1378, 2.0433, 0.08312
2.1128, -3.0484, 0.0832
0.9481, 2.324, 0.08328
-2.9369, 2.324, 0.08344
0.2933, 2.9243, 0.08352
-2.485, 2.8027, 0.08368
-2.9369, -0.2792, 0.08376
-1.1384, -1.9031, 0.084
-1.1384, -1.7931, 0.0844
0, -3.0484, 0.08448
-0.9412, -2.2171, 0.08448
1.3606, 1.4013, 0.08472
2.8666, 0.3226, 0.08472
-1.3664, -1.3962, 0.08472
2.6259, 0.5511, 0.08488
1.9628, -3.0484, 0.08504
1.1378, 1.7445, 0.08512
2.8666, -2.2171, 0.0852
0.2933, 2.8027, 0.08536
2.237, 0.8699, 0.08544
-1.3664, -1.3024, 0.0856
-2.7638, 2.324, 0.08584
0.9481, 2.0433, 0.08616
-2.9369, 2.0433, 0.08624
-2.485, -0.5885, 0.0864
-2.7638, -0.2792, 0.0864
-2.9369, 0, 0.0864
2.237, -2.7761, 0.0868
-0.2701, -2.7761, 0.0868
2.1128, 0.8699, 0.08688
0.2933, -3.0484, 0.08688
1.3606, 1.2464, 0.08712
0, 2.9243, 0.08736
1.1378, 1.4013, 0.08872
-0.9412, -1.9031, 0.08872
-0.9412, -1.7931, 0.0892
2.6259, 0.3226, 0.08936
-1.886, 2.9243, 0.08944
-1.8973, 2.9243, 0.08944
-1.8973, -0.8842, 0.08968
2.1128, -2.7761, 0.08968
1.9628, 0.8699, 0.08976
2.8666, 0, 0.08992
-1.886, -0.8842, 0.09
1.3606, -3.0484, 0.09
-2.9369, 1.7445, 0.09008
0.6269, 2.324, 0.09024
0.9481, 1.7445, 0.09032
0, 2.8027, 0.0904
-1.1384, -1.3962, 0.09048
0.6269, -3.0484, 0.0908
2.8666, -1.9031, 0.0908
-1.1384, -1.3024, 0.0908
-0.2701, 2.9243, 0.09088
1.1378, -3.0484, 0.09128
-2.9369, 0.3226, 0.09136
-2.7638, 2.0433, 0.09152
0, -2.7761, 0.0924
2.8666, -1.7931, 0.09256
-1.8973, 2.8027, 0.09288
0.9481, -3.0484, 0.09296
-2.7638, 0, 0.09312
2.6259, -2.2171, 0.0932
1.1378, 1.2464, 0.094
-0.5923, -2.2171, 0.09408
-2.9369, 0.5511, 0.09424
-2.485, 2.324, 0.09424
2.237, 0.5511, 0.09424
1.9628, -2.7761, 0.0944
-1.886, 2.8027, 0.09464
2.8666, -0.2792, 0.09496
-0.5923, 2.9243, 0.0956
-1.3664, 2.9243, 0.096
-0.2701, 2.8027, 0.09672
-2.9369, 1.4013, 0.09712
-0.9412, -1.3962, 0.0972
0.6269, 2.0433, 0.09752
-2.485, -0.2792, 0.098
-2.9369, 1.2464, 0.09856
0.9481, 1.4013, 0.09896
-2.9369, 0.8699, 0.09928
2.6259, 0, 0.09928
-0.9412, 2.9243, 0.09936
0.2933, -2.7761, 0.09952
-2.7638, 1.7445, 0.09952
-0.9412, -1.3024, 0.10032
-1.1384, 2.9243, 0.10064
2.8666, -0.5885, 0.1012
2.8666, -1.3024, 0.1012
-2.7638, 0.3226, 0.10136
2.8666, -1.3962, 0.10168
0.9481, 1.2464, 0.10184
2.1128, 0.5511, 0.10208
2.8666, -0.8842, 0.1028
-1.3664, -0.8842, 0.1032
2.6259, -1.9031, 0.10328
0.2933, 2.324, 0.10376
-1.3664, 2.8027, 0.10496
1.3606, 0.8699, 0.10568
1.9628, 0.5511, 0.10648
-1.8973, -0.5885, 0.10744
-0.5923, -1.9031, 0.10752
-2.7638, 1.4013, 0.10752
-0.5923, 2.8027, 0.10768
-2.485, 2.0433, 0.10776
-2.7638, 0.5511, 0.1084
-1.1384, -0.8842, 0.10912
-0.9412, 2.8027, 0.10952
2.237, 0.3226, 0.11072
1.3606, -2.7761, 0.11104
-2.485, 0, 0.11136
2.6259, -0.2792, 0.11144
-1.886, -0.5885, 0.11152
-0.5923, -1.7931, 0.11216
0.6269, -2.7761, 0.11232
-1.1384, 2.8027, 0.11232
2.6259, -1.7931, 0.1124
1.1378, -2.7761, 0.11408
1.1378, 0.8699, 0.11416
-0.2701, -2.2171, 0.1148
-2.7638, 0.8699, 0.11568
0.6269, 1.7445, 0.116
0.9481, -2.7761, 0.11624
-2.7638, 1.2464, 0.11688
2.237, -2.2171, 0.11704
-0.9412, -0.8842, 0.12064
2.1128, 0.3226, 0.1228
0.9481, 0.8699, 0.12488
2.6259, -0.5885, 0.12528
0, 2.324, 0.12656
-2.485, 1.7445, 0.12736
2.6259, -1.3962, 0.12808
0.2933, 2.0433, 0.12896
2.1128, -2.2171, 0.13088
0.6269, 1.4013, 0.1312
1.9628, 0.3226, 0.13456
-0.5923, -1.3024, 0.136
2.6259, -1.3024, 0.13632
0.6269, 1.2464, 0.13904
-2.485, 0.3226, 0.13912
2.6259, -0.8842, 0.1392
-1.3664, -0.5885, 0.13936
1.3606, 0.5511, 0.13976
-0.5923, -1.3962, 0.14024
0, -2.2171, 0.14144
-1.886, 2.324, 0.14288
-1.8973, 2.324, 0.14328
1.9628, -2.2171, 0.1464
-2.485, 0.5511, 0.14728
2.237, 0, 0.14816
-1.886, -0.2792, 0.14824
-1.1384, -0.5885, 0.14976
0.6269, 0.8699, 0.15312
-0.2701, 2.324, 0.15416
1.1378, 0.5511, 0.15544
-0.2701, -1.9031, 0.15592
-1.8973, -0.2792, 0.15664
-2.485, 1.2464, 0.15704
-0.5923, -0.8842, 0.15976
-2.485, 1.4013, 0.15984
2.1128, 0, 0.16072
2.237, -1.9031, 0.16328
-0.9412, -0.5885, 0.16576
2.237, -1.7931, 0.16688
-2.485, 0.8699, 0.16904
-0.2701, -1.7931, 0.17072
0.2933, 1.7445, 0.17288
0.9481, 0.5511, 0.17504
-0.5923, -0.5885, 0.17944
2.1128, -1.9031, 0.17968
2.237, -0.2792, 0.18192
0.2933, -2.2171, 0.18504
0, 2.0433, 0.18568
-0.5923, 2.324, 0.18584
1.9628, 0, 0.18736
0.6269, 0.5511, 0.18752
2.1128, -1.7931, 0.19264
-1.886, 2.0433, 0.19864
-1.886, 0, 0.20168
-1.3664, -0.2792, 0.20592
-1.8973, 2.0433, 0.20792
1.3606, 0.3226, 0.21024
1.9628, -1.9031, 0.21176
-1.3664, 2.324, 0.21248
2.237, -1.3962, 0.2144
1.1378, 0.3226, 0.21592
-1.1384, 2.324, 0.21592
0, -1.9031, 0.21744
0.2933, 1.4013, 0.21776
0.9481, 0.3226, 0.21856
-1.8973, 0, 0.22048
2.1128, -0.2792, 0.22344
-0.2701, -1.3024, 0.22408
1.3606, -2.2171, 0.22792
2.237, -0.5885, 0.2284
-1.1384, -0.2792, 0.2312
-0.9412, 2.324, 0.23144
-0.2701, -1.3962, 0.23152
0.2933, 1.2464, 0.23344
2.237, -0.8842, 0.23392
0, 1.7445, 0.23864
2.237, -1.3024, 0.23944
0.2933, 0.5511, 0.24288
0.6269, -2.2171, 0.2432
0, -1.7931, 0.2444
0.6269, 0.3226, 0.24728
-0.2701, 2.0433, 0.25048
-0.2701, -0.8842, 0.25104
1.9628, -1.7931, 0.25192
0.2933, 0.8699, 0.25504
1.1378, -2.2171, 0.2564
-0.9412, -0.2792, 0.26048
-0.2701, -0.5885, 0.2608
-0.2701, -0.2792, 0.26248
-0.5923, -0.2792, 0.2636
0.9481, -2.2171, 0.26744
0.2933, 0.3226, 0.27152
2.1128, -0.5885, 0.27248
2.1128, -1.3024, 0.27384
1.9628, -0.2792, 0.27528
2.1128, -1.3962, 0.28808
-1.886, 1.7445, 0.29288
0, 0.3226, 0.29632
0.2933, -1.9031, 0.29904
2.1128, -0.8842, 0.29928
-1.8973, 1.7445, 0.30208
-1.886, 0.3226, 0.30472
0, -0.2792, 0.30624
-1.3664, 2.0433, 0.30784
0, 0, 0.30992
0.2933, 0, 0.31168
0, -1.3962, 0.31456
-1.8973, 0.3226, 0.31736
1.9628, -1.3962, 0.32408
0, 0.5511, 0.32528
-0.5923, 2.0433, 0.32632
-0.5923, 0, 0.32752
1.9628, -0.5885, 0.33128
-0.2701, 0, 0.33136
-1.3664, 0, 0.33256
-0.9412, 2.0433, 0.33288
0.6269, 0, 0.3344
0.2933, -1.7931, 0.34896
-1.1384, 2.0433, 0.34944
1.3606, 0, 0.35008
0, 1.4013, 0.35136
1.1378, 0, 0.3548
1.9628, -1.3024, 0.35576
0, -1.3024, 0.35632
0, 1.2464, 0.36144
-0.2701, 1.7445, 0.3684
0, -0.5885, 0.36944
-1.886, 0.5511, 0.37144
-1.886, 1.4013, 0.37552
0.6269, -1.9031, 0.38272
-1.1384, 0, 0.3844
-0.9412, 0, 0.38624
-1.8973, 0.5511, 0.38784
0.2933, -0.2792, 0.38896
-1.8973, 1.4013, 0.39304
0, 0.8699, 0.39648
0, -0.8842, 0.39664
-0.2701, 0.3226, 0.39984
1.9628, -0.8842, 0.4024
0.9481, 0, 0.4028
1.3606, -1.9031, 0.40344
1.1378, -1.9031, 0.42352
0.6269, -1.7931, 0.43192
-0.2701, 0.5511, 0.44184
-1.8973, 1.2464, 0.4424
0.9481, -1.9031, 0.444
-0.2701, 1.4013, 0.44496
1.3606, -1.7931, 0.44584
-1.886, 1.2464, 0.4524
-0.5923, 1.7445, 0.45512
-1.3664, 1.7445, 0.46072
-1.886, 0.8699, 0.46432
-1.8973, 0.8699, 0.46512
0.6269, -0.2792, 0.49056
1.3606, -0.2792, 0.49104
0.2933, -0.5885, 0.4936
-0.5923, 0.3226, 0.49536
1.1378, -0.2792, 0.50392
0.9481, -1.7931, 0.5084
-0.2701, 1.2464, 0.51064
-0.2701, 0.8699, 0.51456
-1.3664, 0.3226, 0.52304
0.2933, -1.3962, 0.53048
0.2933, -1.3024, 0.5376
1.1378, -1.7931, 0.53856
-1.1384, 1.7445, 0.56632
0.9481, -0.2792, 0.56752
0.2933, -0.8842, 0.57624
-0.9412, 1.7445, 0.57712
-1.1384, 0.3226, 0.58488
-0.9412, 0.3226, 0.61032
-0.5923, 0.5511, 0.62296
-0.5923, 1.4013, 0.62344
1.3606, -0.5885, 0.64424
0.6269, -1.3962, 0.65736
1.3606, -1.3962, 0.66384
1.1378, -0.5885, 0.6848
-1.3664, 0.5511, 0.69432
0.6269, -0.5885, 0.71008
0.9481, -1.3962, 0.714
-0.5923, 1.2464, 0.71592
1.3606, -0.8842, 0.716
-1.3664, 1.4013, 0.71688
0.6269, -1.3024, 0.74088
0.9481, -0.5885, 0.74672
-1.1384, 0.5511, 0.74944
1.1378, -1.3024, 0.75504
-0.9412, 1.4013, 0.76288
0.6269, -0.8842, 0.76688
-1.3664, 1.2464, 0.77064
1.3606, -1.3024, 0.7804
-0.9412, 0.5511, 0.78496
-0.9412, 1.2464, 0.78592
1.1378, -1.3962, 0.79
-1.1384, 0.8699, 0.79024
-1.1384, 1.2464, 0.79112
-0.5923, 0.8699, 0.80032
-1.3664, 0.8699, 0.802
-1.1384, 1.4013, 0.80536
0.9481, -1.3024, 0.82504
-0.9412, 0.8699, 0.84272
0.9481, -0.8842, 0.84784
1.1378, -0.8842, 0.92424
